Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2007","2007","1000 ha","129968.4","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2008","2008","1000 ha","127046.9","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2009","2009","1000 ha","124328.4","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2010","2010","1000 ha","126267.9","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2011","2011","1000 ha","125318.4","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2012","2012","1000 ha","124741.9","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2013","2013","1000 ha","122937.4","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2014","2014","1000 ha","120012.9","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2015","2015","1000 ha","117088.4","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2016","2016","1000 ha","114163.9","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2017","2017","1000 ha","111239.4","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2018","2018","1000 ha","108381.7597","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6610","Agricultural land","2019","2019","1000 ha","108381.7597","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1961","1961","1000 ha","19472","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1962","1962","1000 ha","20061","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1963","1963","1000 ha","20486","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1964","1964","1000 ha","20892","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1965","1965","1000 ha","21358","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1966","1966","1000 ha","22511","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1967","1967","1000 ha","23249","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1968","1968","1000 ha","24765","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1969","1969","1000 ha","26816","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1970","1970","1000 ha","26925","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1971","1971","1000 ha","26931","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1972","1972","1000 ha","26936","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1973","1973","1000 ha","26942","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1974","1974","1000 ha","26947","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1975","1975","1000 ha","26953","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1976","1976","1000 ha","26958","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1977","1977","1000 ha","26964","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1978","1978","1000 ha","26969","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1979","1979","1000 ha","26975","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1980","1980","1000 ha","26981","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1981","1981","1000 ha","26986","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1982","1982","1000 ha","27992","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1983","1983","1000 ha","27998","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1984","1984","1000 ha","28003","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1985","1985","1000 ha","28008","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1986","1986","1000 ha","28014","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1987","1987","1000 ha","27819","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1988","1988","1000 ha","27392","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1989","1989","1000 ha","27490","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1990","1990","1000 ha","27595","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1991","1991","1000 ha","27700","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1992","1992","1000 ha","27805","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1993","1993","1000 ha","27910","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1994","1994","1000 ha","28018","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1995","1995","1000 ha","28125","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1996","1996","1000 ha","28232","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1997","1997","1000 ha","28335","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1998","1998","1000 ha","28440","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","1999","1999","1000 ha","28532","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2000","2000","1000 ha","28640","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2001","2001","1000 ha","28746","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2002","2002","1000 ha","28862","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2003","2003","1000 ha","30828.2","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2004","2004","1000 ha","32794.4","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2005","2005","1000 ha","34791.6","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2006","2006","1000 ha","36582.5","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2007","2007","1000 ha","37984.9","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2008","2008","1000 ha","36636.3","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2009","2009","1000 ha","35490.7","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2010","2010","1000 ha","39003.1","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2011","2011","1000 ha","39626.5","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2012","2012","1000 ha","40622.9","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2013","2013","1000 ha","40391.3","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2014","2014","1000 ha","39039.7","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2015","2015","1000 ha","37688.1","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2016","2016","1000 ha","36336.5","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2017","2017","1000 ha","34984.9","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2018","2018","1000 ha","33700.7597","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6620","Cropland","2019","2019","1000 ha","33700.7597","Fm","Manual Estimation"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1961","1961","1000 ha","18597","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1962","1962","1000 ha","19180","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1963","1963","1000 ha","19600","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1964","1964","1000 ha","20000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1965","1965","1000 ha","20461","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1966","1966","1000 ha","21608","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1967","1967","1000 ha","22341","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1968","1968","1000 ha","23851","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1969","1969","1000 ha","25897","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1970","1970","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1971","1971","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1972","1972","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1973","1973","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1974","1974","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1975","1975","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1976","1976","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1977","1977","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1978","1978","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1979","1979","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1980","1980","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1981","1981","1000 ha","26000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1982","1982","1000 ha","27000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1983","1983","1000 ha","27000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1984","1984","1000 ha","27000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1985","1985","1000 ha","27000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1986","1986","1000 ha","27000","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1987","1987","1000 ha","26800","F","FAO estimate"
"RL","Land Use","9","Argentina","5110","Area","6621","Arable land","1988","1988","1000 ha","26367","Q","Official data reported on FAO Questionnaires from countries"
